text,SVM_TFIDF,annotation,sentiment,ENSEMBLE_TFIDF,ENSEMBLE_W2V,SVM_W2V,KNN_TFIDF,KNN_W2V,NV_TFIDF,NV_W2V,RF_TFIDF,RF_W2V
 webapps  jorani leave management 0 6 5   istartdate  sql injection  leave management 0 6 5   istartdate  sql,0,0,0.56391984,0,0,0,0,0,0,0,0,0
update   webapps  jorani leave management 0 6 5     istartdate  sql injection ,0,0,0.7378529,0,0,1,0,0,0,1,0,0
obama themed ransomware also mines for monero   obama  themed  ransomware   mines  monero ,1,0,0.12869275,1,1,1,1,1,1,1,1,1
  yes we do  ddos attacks  players with cronus max  ping abusers  and people that suspiciously kills you without knowing where you are,0,0,0.15254076,0,0,0,0,0,0,0,0,0
researchers uncover botnet  malware pouncing on  security holes  more than 7 500 mikrotik  routers have been compromised with malware that logs and transmits network traffic  data  read the full article here   ,1,0,0.56623954,1,1,1,1,1,1,1,1,1
we spoke to  for our print issue  15 about the vulnerability of this album   s total honesty  her duality as a lefty guitarist  and creating visually alongside music making   ,0,0,0.24835311,0,0,1,0,0,0,1,0,0
ransomware recovery  do not make matters worse ,0,0,0.7006619,1,0,0,1,1,0,0,0,1
gangs thrive off vulnerability  fuelled by parents not being around  schools writing kids off  no real job prospects  youth clubs being closed down  many things  to point the finger at one thing is a lazy argument  accountability has to be shared and question have to be asked,0,0,0.710529,0,0,0,0,0,0,0,0,0
according to netscoutis atlas security engineering and response team  asert   the maximum size of ddos attacks  increased 174  in the first half of 2018 over the same period in 2017   ,0,0,0.5300055,0,0,0,1,0,0,0,0,0
teamviewer cve 2018 16550   authentication bypass   infosec  pentesting  malware  exploit  teamviewer,1,0,0.4549587,1,0,0,1,1,1,0,1,1
 webapps  jorani leave management 0 6 5   istartdate  sql injection   exploit,0,0,0.58915675,0,0,0,0,0,0,0,0,0
intimacy requires vulnerability ,1,0,0.33218402,1,1,1,1,1,1,0,1,1
idea of the day  via      maybe vulnerability     and being able to show it  share it  reckon with it  and emerge the better for it     is what makes us strong     ,0,0,0.065106966,0,0,0,0,0,0,0,0,0
gangs thrive off vulnerability  fuelled by parents not being around  schools writing kids off  no real job prospects  youth clubs being closed down  many things  to point the finger at one thing is a lazy argument  accountability has to be shared and questions have to be asked,1,0,0.7604359,1,1,1,1,1,1,1,1,1
 you probably do not have time to look at this  interesting   recent academic survey of sex workers  experience  the point that policy is based on preconceptions of vulnerability without reference to diverse actual experience seems important  ,0,0,0.45913088,0,0,0,0,0,0,0,0,0
vuln  cisco rv110w rv130w rv215w routers management interface cve 2018 0423 buffer overflow vulnerability  cisco rv110w rv130w rv215w routers management interface cve 2018 0423 buffer overflow vulnerability ,0,0,0.53347653,0,0,0,0,0,0,0,0,0
vuln  cisco meeting server cve 2018 0439 cross site request forgery vulnerability  cisco meeting server cve 2018 0439 cross site request forgery vulnerability ,0,0,0.3731142,0,0,0,0,0,0,0,0,0
these 2 charts show citigroupis greatest vulnerability right now    the motley fool ,0,0,0.18197022,0,0,0,0,0,0,0,0,0
lol uses windows so they can use real systems  ,1,0,0.07190364,1,1,1,1,0,1,0,1,1
eeye digital securityis blink endpoint vulnerability prevention solution proactively protects from wmf exploit     ,1,0,0.43131912,1,1,0,1,0,0,0,1,0
vuln  cisco rv110w rv130w rv215w routers management interface cve 2018 0423 buffer overflow vulnerability ,0,0,0.4611721,0,0,0,0,0,0,0,0,0
vuln  cisco meeting server cve 2018 0439 cross site request forgery vulnerability ,0,0,0.2977476,0,0,0,0,0,0,0,0,0
nine inch nails   only  dirty   via vj shadowz just sailed     youtube       chess  checkmate tesla  nowarrenty  0day  challengerz  welcome  allacess  shadownet  deeplearning ai  readyplayerone  ubc  vancouver,0,0,0.1196517,0,0,0,0,0,0,0,0,0
ok so i have just dropped a shit the bed report on a points program after a random find   prod access to azure and aws and rce on build server which probably would expose github access etc ,0,0,0.84340304,0,0,0,0,0,0,0,0,0
why the new apache struts vulnerability will be targeted ,0,0,0.63671124,0,0,0,0,0,0,0,0,0
how to lead with vulnerability   transformational leadership ,0,0,0.11951142,0,0,0,0,0,0,0,0,0
do you wonder if apps you use leak your private data  here   s a way to find out  ,0,0,0.2374247,0,0,1,0,1,0,0,0,1
do you wonder if apps you use leak your private data  here   s a way to find out  ,0,0,0.2374247,0,0,0,0,0,0,0,0,0
cisco releases  security patch updates for 32 vulnerabilities in its products   3 critical  including  apachestruts rce      14 high     15 medium  patch now  ,1,0,0.492608,1,1,1,1,1,1,1,1,1
schneider electric modicon vulnerability impacts ics operation in industrial settings  the security flaw      infosec,0,0,0.40589833,0,0,0,0,0,0,0,0,0
schneider electric modicon vulnerability impacts ics operation in industrial  settings ,1,0,0.3789427,1,1,1,0,0,1,1,0,0
 ratelimiting is becoming the common weapon of  cybersecurity defense in  vendors  toolbox against  ddos attacks and  http floods  but its effectiveness is questionable  ,1,0,0.5966141,0,1,1,1,1,1,1,1,1
schneider electric modicon vulnerability impacts ics operation in industrial  settings ,0,0,0.3789427,0,0,0,0,1,0,0,0,0
vj shadowz just sailed     youtube       chess  checkmate tesla  nowarrenty  0day  challengerz  welcome  allacess  shadownet  deeplearning ai  readyplayerone  ubc  vancouver  via ,0,0,0.03003641,0,0,0,0,0,0,0,0,0
vuln  cisco rv110w rv130w rv215w routers management interface cve 2018 0423 buffer overflow vulnerability ,0,0,0.4611721,0,0,0,0,0,0,0,0,0
i love my dog so afraid of our ddos attack just told off by custom net,0,0,0.852698,0,1,1,0,1,1,1,0,0
immigrants and health care  sources of vulnerability ,0,0,0.2326318,0,0,0,0,0,0,0,0,0
  so why does not the wording reflect these provisions  why not stick to part 2  personal and professional conduct  of the teachers  standards  teachers must  maintain high standards of ethics and behaviour  and ensure  personal beliefs  do not exploit  pupils  vulnerability  etc ,1,0,0.69271576,1,1,1,1,1,1,1,1,1
new abn amro weather risk study compares vulnerability of industry in western europe  scandinavia and north amer   ,0,0,0.3633757,0,0,0,1,0,0,0,0,0
according to netscoutis atlas security engineering and response team  asert   the maximum size of ddos attacks  increased 174  in the first half of 2018 over the same period in 2017   ,0,0,0.5300055,0,0,0,0,1,0,0,0,0
mirai botnet heatmap illustrates vulnerabilities of stadium infrastructure   sports   isao ,0,0,0.28915682,0,0,0,0,0,0,0,0,0
seems like the author is talking sense  if economic vulnerability   possibly struggling banks in the not too distant  do irish people need to think about putting savings overseas offshore ,1,0,0.38308436,1,1,1,1,1,1,1,1,1
 cryptojacking is the new  ransomware  join the webinar on 9 13 10 00am pdt to learn what it is and how companies can protect themselves  register   ,0,0,0.2704974,0,0,0,0,1,0,0,0,0
network vulnerability and the electrical grid   news   technewsworld ,0,0,0.7582211,0,0,0,0,0,0,0,0,0
cve 2018 0646  directory traversal vulnerability in explzh v 7 58 and earlier allows an attacker to read arbitrary files via unspecified vectors  vulmon vulnerability feed  vulmonfeeds  september 6  2018,0,0,0.55235803,1,0,0,0,0,0,1,0,0
cve 2018 14627  the iiop openjdk subsystem in wildfly before version 14 0 0 does not honour configuration when ssl transport is required  servers before this version that are configured with the following setting al   vulmon vulnerability feed  vul   ,1,0,0.7591564,1,0,1,1,1,1,0,1,1
cve 2018 16458  an issue was discovered in baigo cms v2 1 1  there is an index php m article amp c request csrf that can cause publication of any article  vulmon vulnerability feed  vulmonfeeds  september 6  2018,0,0,0.7888244,0,0,0,0,0,0,0,0,0
fraction   less critical   xss vulnerability   sa contrib 2018 059 ,1,0,0.43625656,1,1,1,1,1,1,1,1,1
vuln  cisco rv110w rv130w rv215w routers management interface cve 2018 0423 buffer overflow vulnerability  ,0,0,0.4611721,1,1,1,1,1,0,1,1,1
vuln  cisco meeting server cve 2018 0439 cross site request forgery vulnerability  ,0,0,0.2977476,0,0,0,0,0,0,0,0,0
   the powerpool developers did not reuse the binary that was provided by  the vulnerability   s discloser  they modified the source code slightly  and recompiled it          powerpool malware exploits zero day vulnerability ,1,0,0.8155638,0,1,1,0,1,1,0,0,0
i just can   t find someone making a tiny child scared and cry funny  i don   t know why  just something about needing to take advantage of a child   s vulnerability to get views and approval i don   t find funny   fuckin bell end ,0,0,0.97867054,1,1,1,0,1,1,1,1,1
vuln  cisco rv110w rv130w rv215w routers management interface cve 2018 0423 buffer overflow vulnerability ,0,0,0.4611721,0,0,0,0,0,0,0,0,0
did you know that since january 2017  the number of  ddos attacks has almost doubled  if you want to hire a  cybersecurity professional to keep your business secure  get in touch with us today    recruitment ,0,0,0.16683353,0,0,0,0,0,0,0,0,0
zero day conundrum  keep or disclose vulnerability stockpiles    security news   newslocker ,0,0,0.61418205,0,0,0,0,0,0,0,0,0
 windows  0day exploited in targeted attacks by  powerpool group   on   cybersecurity ,1,0,0.20087382,1,1,1,1,1,1,1,1,1
 found an vulnerability in  where to report ,1,0,0.6763838,1,1,1,1,1,1,1,1,1
 cryptojacking is the new  ransomware  join the webinar on 9 13 18 00 bst to learn what it is and how companies can protect themselves  register   ,0,0,0.2419609,0,0,0,0,0,0,0,0,0
thanks to the  vulnerability of others  you may find permission inside yourself to be real and open  too   writersguide2persistence,0,0,0.12370517,0,0,0,0,0,0,0,0,0
apophis squad member responsible for   ddos  attacks against protonmail has been arrested  poor  opsec is what got them caught  some of their own servers were breached and exposed online    cyberattack,0,0,0.9497095,0,0,0,0,0,0,0,0,0
vulnerability management     information security headquarters ,0,0,0.3542899,0,0,0,0,0,0,0,0,0
another reason not to use wordpress  still working on our component driven website   almost ready to start shouting about it  o,0,0,0.38233474,0,0,0,0,0,0,0,0,0
james ball   citigroup incorporated   email vice president of web application vulnerability analysis    ,1,0,0.15250133,1,1,1,1,1,1,1,1,1
mcdreary  the future of medical call centers  amp  ddos  mark pietras  ddos  infosec  cybersecurity  healthcare  attacks  voip  ivr,0,0,0.52004755,0,0,0,0,0,0,0,0,0
an interesting case study by  looks at the evolution of attacks against  cve20188174 which is a  windows vbscript engine remote code execution vulnerability  the vulnerability affected 31 microsoft products   ,1,0,0.3555818,1,1,1,1,1,1,1,1,1
vulnerability analysis of a community to fire hazard   vulnerability   risk ,0,0,0.22154815,0,0,0,0,1,0,0,0,1
kaspersky published  the vulnerability disclosure process  still broken   see full original article   our feeds  ,0,0,0.8785085,0,0,0,0,0,0,0,0,0
strong cyber resilience  here   s what it looks like in a small business  by   it  security  ransomware ,1,0,0.1924394,1,1,1,1,1,1,1,1,1
schneider electric modicon vulnerability impacts ics operation in industrial settings ,0,0,0.3789427,0,0,0,0,0,0,0,0,0
 thank you for your vulnerability   it is what makes you my mh hero ,0,0,0.03177337,0,0,0,0,0,0,0,0,0
there is so much power in my vulnerability   barcelona  spain ,0,0,0.8860766,0,0,0,0,0,0,0,0,0
schneider electric modicon vulnerability impacts ics operation in industrial settings  the security flaw  if left unpatched  has the potential to cause unnecessary reboots   ,0,0,0.7178302,0,0,0,0,0,0,0,0,0
vulnerability of buildings to windstorms and insurance loss estimation   sciencedirect ,1,0,0.9206546,1,1,1,1,1,1,1,1,1
zdnet    schneider electric modicon vulnerability impacts ics operation in industrial settings  ,0,0,0.3789427,0,0,0,0,1,1,0,0,0
schneider electric modicon vulnerability impacts ics operation in industrial  settings  ,1,0,0.3789427,1,1,1,1,1,1,0,1,1
listen in as  mike benjamin interviews with   podcast on the necurs  botnet and its recent evolution   ,1,0,0.029138217,1,1,0,1,1,1,0,0,0
   vulnerability is the birthplace of love  belonging  joy  courage  empathy  and creativity       bren   brown  dailycalm  dailyquote,0,0,0.07982944,0,1,0,0,1,0,1,0,1
schneider electric modicon vulnerability impacts ics operation in industrial  settings  ,0,0,0.3789427,0,1,1,0,0,1,1,0,0
ransomware  the weapon wielded in cyber attacks   brief  ,1,0,0.1403833,1,1,1,1,1,1,1,1,1
vuln  cisco rv110w rv130w rv215w routers management interface cve 2018 0423 buffer overflow vulnerability ,0,0,0.4611721,0,0,0,0,0,0,0,0,0
vuln  cisco rv110w rv130w rv215w routers management interface cve 2018 0423 buffer overflow vulnerability  cisco    ,0,0,0.4678363,0,0,0,0,0,0,0,0,0
vuln  cisco meeting server cve 2018 0439 cross site request forgery vulnerability ,0,0,0.2977476,0,1,0,0,1,0,0,0,0
vuln  cisco meeting server cve 2018 0439 cross site request forgery vulnerability  cisco meeting server cve 2018    ,0,0,0.32204774,0,0,1,0,0,1,1,0,0
this makes for painful viewing  anti racist and jewish mainstream concerns are seen as incompatible  jews say they are the canary in the coalmine  others have decided that the canary   s vulnerability has nothing to do with their own  too often the feeling appears mutual ,1,0,0.6592301,1,1,0,1,1,1,0,1,1
boi we will offer free ddos by themselves 4 hitting ur dick energy,0,0,0.03471603,0,0,0,0,0,0,0,0,0
sophos  preventing your network from becoming a botnet   botnet  infosec  cybersecurity,0,0,0.17506891,0,0,0,0,0,0,0,0,0
in retrospect  i turn off ddos protection in cloudflare  my server is canned yet again for excess load ,0,0,0.8630907,0,1,0,0,0,0,0,0,1
exploit  vulnerability  payload   explained for beginners   ultimate hackers ,0,0,0.20127244,0,0,0,0,0,0,0,0,0
 cyberattacks are often low frequency attacks using  botnets designed to evade rate and  security control measures and thus detection  know more     rstrategic  cybersecurity  cybercrime  ddos  infosec  gdpr  iotsecurity  dataprotection  privacybreach ,1,0,0.601431,1,1,0,1,1,1,0,1,1
